ISO,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
AZE,926033730.593,938263508.31,950567879.082,962946842.906,975400399.787,987928549.72,1000531292.71,1013208628.75,1025960557.85,1038787080.01,1051688195.21,1065341723.4,1079075312.65,1092890466.0,1106786433.66,1120763215.62,1134820044.88,1148958452.01,1163177673.45,1177476931.85,1191857778.45,1222156061.16,1252790974.53,1283762518.55,1315070693.23,1346715498.57,1378696934.56,1411015001.21,1443669698.52,1476661026.48,1509988985.1,1544635466.88,1579646629.66,1615021520.67,1650762032.23,1686867224.8,1635492809.45,1925860127.41,1867136541.35,1750908501.27,1756368839.07,1621717761.24,1791827560.62,2045582233.27,2345137957.8,2188701414.47,2429814186.96,2408315298.82,2490016251.6,2664266713.29,2627794711.58,2713941975.99,2975384003.17,2792581485.1,3112705758.58,2778482829.57,2676132663.43,2590406316.63,2852197615.11,2985490717.3,3208575553.98,2990504528.97,3257210780.12,3449813502.65,3320446387.55,3446400584.64,3086585909.03,2733217868.52,1685850121.65,1466172843.76,1482695479.99,1367647208.78,1601783873.41,1860718780.78,2374118830.87,2992253329.58,3387122613.55,3555914338.17,3768198558.49,3841988784.99,4044968591.2,4118110885.4,4086823354.62,4274940854.1,4705160375.78,5424018752.43,5839921600.42,6374081914.05,6406392519.63,6717702424.1,6488333346.33,6424920536.31,6359565857.12,6292271605.15,6223033144.06,6151852813.81,6078730614.4,6809173153.65,7753727545.28,8533271774.76,9314127433.72,9516562863.49,10292836340.1,10899761907.0,11587286032.4,12734014624.6,14109548164.7,14553331286.9,15798286443.3,15761276889.2,17392847633.1,18660063477.8,19450047136.2,19298166848.7,22138734209.1,23781444693.9,25348643822.6,26905381587.5,28953374688.8,29837042720.3,32641968552.8,33814799443.0,34303071748.2,37509914235.2,38733702332.4,38966902771.1,40917653992.5,42006601415.7,43195904173.4,43116195229.1,43300378807.1,43863310547.5,45090186234.2,46662196948.7,47341404973.0,47853650491.6,49923961750.2,50665369947.6,51861273265.2,52900734639.2,46224300562.5,56466017343.9,39391614658.1,32688034461.2,23669248605.0,16086978666.0,15736637763.1,15505473417.3,14881451512.6,16111572358.3,19311605969.9,21515231892.2,21777283674.8,23105933317.1,24928486500.8,35734745706.9,44266449765.9,53028427224.7,62020678083.3,71243202341.7
BDI,321522998.8,324240704.578,326968379.949,329706668.858,332455250.217,335214124.029,337982960.338,340762417.28,343552166.672,346351873.242,349162205.765,352126831.047,355103597.235,358091824.91,361092197.037,364104027.101,367127657.474,370163437.623,373210670.386,376270056.475,379340891.629,384269248.475,389223281.998,394202992.196,399208379.071,404239071.279,409295808.195,414378221.786,419486312.055,424620078.999,429779522.62,435253744.088,440758140.718,446293498.233,451859024.288,457455517.85,463082581.09,468739802.939,474428002.224,480146353.499,485895688.833,492113907.603,498369108.039,504662142.075,510992151.157,517360000.459,523765259.05,530207482.754,536687556.611,543204588.96,549759478.083,557052539.406,564393153.562,571780856.514,579216573.027,586699842.373,594230664.553,601809039.566,609434486.822,617107964.191,624828994.392,633809658.795,642854236.802,651962728.412,656390229.465,660811805.928,665228451.248,669639668.564,674045457.872,678445819.177,682840752.475,689478068.452,696107897.015,702729742.982,709343112.308,715948499.601,722546398.353,729136314.514,735717755.154,742291213.765,748857182.707,760613532.884,772355468.394,784083481.599,795798063.743,807498723.018,819184968.752,830857292.186,842516183.427,854161151.807,865791707.765,898945087.376,932059303.81,965134846.614,998172204.223,1031170887.64,1064130409.0,1097051256.74,1129933918.16,1162777905.39,1195582731.68,1266562144.93,1308306144.03,1364775162.38,1440337222.6,1488544636.99,1525066777.92,1561871033.91,1584152243.78,1654919901.74,1659029673.14,1429558348.51,1554412207.69,1628130811.05,1691583279.78,1757111843.64,1774978985.88,1993274551.92,1994058155.22,1902686002.68,2462913037.53,2509797419.26,2283916559.62,2502861139.34,2486571343.15,2335571566.09,2794643433.3,3248268352.52,3031330226.04,3070869306.03,3130795015.47,3344730877.54,3145963561.18,3256242225.09,3381262125.31,3759277211.17,4054025747.61,4017093876.95,3840652636.03,4211402654.1,4053496386.51,3961810558.55,3674977545.03,3623985253.77,3562474256.86,3291647460.21,3264284136.43,4102023929.88,3873048720.6,3889601113.69,3814028155.02,3945065658.0,4032620010.31,4190034712.97,4481430921.76,4296167869.78,4316015088.69,4335221911.17,4353788337.22,4371714366.83
BEL,10696825682.2,11001119793.0,11302782818.8,11607603626.9,12332632909.1,12424710910.4,13108886299.4,13448507668.3,13546570825.1,13546068683.3,14233328838.1,14429903120.8,14797539856.2,15206601473.1,15695980886.3,15677901306.1,16128799222.5,16188554193.0,16756603625.0,17474690122.6,17771096092.0,17890681600.8,19033336756.8,19201523499.2,19878151075.8,19876668894.0,20172885449.4,20435610343.3,21050182547.0,21275447852.0,22354459468.8,22613655714.5,23327333873.4,23622451140.3,23782368368.8,24025198043.5,24368796012.4,25354274180.3,25566440548.4,26850942161.6,27489018471.2,27504567051.6,28169390391.0,28560908651.3,28954572577.9,29611761615.5,30233642304.7,30827573407.6,31375206272.8,32032765993.9,32997796401.5,33250320294.8,33789711924.9,34451701989.0,35267736599.2,36205134015.7,36909307841.7,37429846567.4,37818658254.3,38567007730.1,39862164920.6,40709155331.6,41301761587.7,41462705846.7,38566407245.8,37948857255.8,40155229106.8,34653450193.6,28189687418.4,33410960680.8,39081999760.2,40344827577.8,44261018729.4,45839640345.6,47285191952.5,47956719953.1,49565339688.4,51412797124.3,54093767986.2,53617213439.2,53233509214.9,52119923352.6,49557137525.5,50506013168.6,50042015398.4,53123844568.9,53490533697.0,54175149829.2,52924237579.1,56575434236.9,50264931159.6,48183808323.8,44345232808.0,43496062212.9,45935479574.4,48569918164.6,51488095923.8,54259551762.4,57029715701.1,59194177879.5,62519271149.5,66995416588.4,68431271054.3,68423915913.4,71328415336.7,75755162557.1,79163999416.7,79811862826.5,79548068344.7,80548880649.4,85702120556.6,89533522432.1,94322319788.2,97488167583.0,1.04688906091e+11,1.09077994211e+11,1.12505641123e+11,1.16798597656e+11,1.21598304316e+11,1.30246502055e+11,1.38398903661e+11,1.42825066309e+11,1.51968222993e+11,1.63301529612e+11,1.68651795969e+11,1.65131034151e+11,1.75761948968e+11,1.79362775475e+11,1.86342707508e+11,1.93071654572e+11,2.00547442917e+11,1.8799044399e+11,1.82247979412e+11,1.76947000471e+11,1.77564179472e+11,1.76099567363e+11,1.85684357148e+11,1.93565175622e+11,2.09135397668e+11,2.21859577195e+11,2.31252364263e+11,2.36447557186e+11,2.44919607772e+11,2.47123842295e+11,2.57379272751e+11,2.66952962889e+11,2.68037305078e+11,2.83961094441e+11,2.93609853856e+11,3.0550710406e+11,3.2608208636e+11,3.28815859205e+11,3.37683946339e+11,3.30230394972e+11,3.35436337751e+11,3.37234980466e+11,3.41286038449e+11,3.45354669393e+11,3.494408733e+11,3.53544650168e+11
BEN,526506120.622,526122286.272,525701331.406,525244369.825,524750846.163,524220760.419,523653541.888,523050328.913,522410553.858,521734216.721,521020734.522,524831901.929,528654262.56,532487816.417,536332563.499,540188503.807,544055637.34,547933964.098,551823484.081,555724197.29,559636103.723,566010773.002,572407380.009,578824680.237,585263293.076,591723218.527,598204456.588,604707007.261,611230870.546,617776046.442,624342534.95,630956048.806,637591310.458,644249008.009,650927770.98,657628281.746,664350540.31,671094546.67,677860300.825,684647802.777,691457052.526,698316672.645,705198487.198,712102496.184,719028699.603,725977097.457,732947689.743,739940476.463,746955457.617,753992633.204,761051217.778,768164423.439,775299484.724,782457989.705,789638338.858,796842143.159,804067780.18,811316883.801,818587808.688,825881374.646,833198424.384,855636867.125,878302620.542,901193982.042,922609961.311,944210662.847,965998221.462,987972166.801,1010134644.9,1032487826.34,1055031238.86,1081300852.93,1107798135.6,1134524645.09,1161481949.07,1188672535.54,1216096174.07,1243755367.51,1271651721.98,1299786853.32,1328162387.16,1361228577.69,1394581157.02,1428222083.57,1462153327.67,1496376871.57,1530894709.6,1565708848.13,1600821305.74,1636234113.2,1671949313.59,1713568863.82,1755548650.74,1797891135.6,1840598794.63,1883674119.05,1927119615.23,1970937804.64,2015131224.06,2059702425.59,2104653976.81,2085925297.91,2068307687.36,1991752108.92,2028561447.39,2005428077.23,1981588616.95,1954964578.24,2003024996.83,2049503695.43,2190807013.71,2219393186.68,2140177314.04,2239862884.44,2342042833.47,2512182677.3,2559584287.15,2676753550.25,2930783670.39,3046133059.07,3346121362.27,3426571896.33,3656026316.23,3869754547.66,3984444972.54,3634590105.3,3690188972.25,3862661222.5,3800534809.57,3985353056.04,4363589291.96,4622977953.62,4864435024.97,5135678295.73,5672346892.0,5930939013.54,5819613993.58,5441043661.35,5441603827.72,5111910563.54,5224390754.83,5457191567.96,5562779233.1,5758267924.15,5604603307.04,6149636234.71,6604520907.24,7154738761.92,7574062231.87,8238407682.59,9000615458.82,9511269856.46,10199827697.4,11112942672.8,11814404121.4,12347191107.4,12407046423.1,12462354970.3,12513116748.8,12559331758.7
BFA,559616840.14,563991600.73,568380347.821,572783081.409,577199801.497,581630508.083,586075482.837,590534163.935,595006831.533,599493485.628,603994126.224,608694445.441,613410695.58,618142876.635,622890988.609,627655326.802,632435302.131,637231208.376,642043045.541,646870813.626,651714512.629,659655840.204,667631561.212,675641987.002,683686497.705,691765401.845,699878699.418,708026390.428,716208800.349,724425281.052,732676155.19,741326770.739,750018299.972,758750072.157,767522763.679,776335692.499,785189198.223,794083631.768,803018294.129,811993889.962,821009708.96,830615225.734,840269523.055,849973328.184,859726278.904,869528375.215,879379240.766,889279625.429,899229155.681,909227446.698,919275265.307,930239090.15,941264215.087,952351423.902,963500326.117,974710519.95,985982806.14,997316785.735,1008712458.73,1020169412.03,1031688468.99,1044744016.71,1057881586.33,1071100337.54,1076618472.31,1082129252.6,1087633102.8,1093130446.34,1098620436.12,1104103918.76,1109580048.12,1117725599.12,1125861601.32,1133987632.0,1142103269.42,1150208935.8,1158305052.41,1166391197.51,1174466950.31,1182532732.07,1190588963.1,1204615767.21,1218625345.89,1232618539.03,1246594926.58,1260554508.52,1274496865.99,1288422836.97,1302332002.35,1316223943.97,1330099498.39,1366829880.91,1403517171.77,1440161788.17,1476762895.49,1513320911.14,1549835835.15,1586307667.5,1622736824.18,1659122472.97,1695465030.12,1769296941.39,1844588484.39,1917593494.13,1999548757.99,2121650340.3,2255400209.87,2388989552.19,2530695965.35,2676447320.88,2975011334.48,2910188125.6,3141616011.26,3043771775.74,3204033223.21,3205311472.35,3233151968.37,3523332123.37,3650176629.44,3719862629.74,3589026592.5,3551135369.08,4171778887.01,3968071676.0,4194222988.93,4204871159.09,4220735136.8,4544691212.2,5010156434.91,5362130797.89,5298249090.16,5600251430.31,5564647053.3,5216464428.93,5289045502.11,5879262320.03,6304383564.94,6261826852.59,6656422582.12,6717857471.75,6727385792.94,7253978691.05,7236146674.02,7466431190.84,7086443247.65,7443483193.7,8231820325.77,8729176862.29,9577683518.07,10217350305.6,10335677926.9,10997981129.9,11541654217.8,12456860905.2,13048987410.4,14001400291.2,14897652626.9,15816538765.6,16758058707.4,17722212452.2
BGD,25335841547.0,25379555924.7,25422971498.4,25466085981.5,25508901656.8,25551416245.2,25593630887.4,25635546716.0,25677161463.7,25718477393.8,25759492246.7,25826301208.7,25892718906.7,25958745340.6,26024380510.4,26089624416.2,26154477057.6,26218938435.2,26283008548.7,26346687398.2,26409974983.6,26588784986.6,26768148962.7,26948068026.7,27128539951.5,27309565849.2,27491145720.0,27673279563.8,27855968509.0,28039210301.5,28223006067.0,28532078911.3,28842291894.7,29153645017.2,29466138278.6,30573179978.0,29791658183.2,31350019934.6,31824641990.1,31133226603.7,32784527399.4,29931496520.8,32561085629.2,33561344564.1,34283575585.2,33670739639.2,31339453506.7,37322216631.0,37601550698.1,34874466543.9,36282496266.8,37097218043.3,40255345293.4,40855270953.5,41085557223.6,40373126410.8,41543469476.9,39096726543.3,39689558029.7,45193550379.5,45308900415.8,45225241798.1,45399833479.0,44643949913.0,47346393641.8,46450744502.0,48042771081.1,47472151389.8,41611449469.2,47607251189.7,44094016026.8,47626959276.8,49663184055.3,48009780788.7,50360339999.2,50923567488.7,52519439014.1,52500420638.2,52997022344.3,55160562664.6,55519692400.3,54872702649.6,55217053605.0,55008504480.9,55263017599.2,54393445317.6,56243545302.2,55024469135.8,54843156098.1,55809845144.1,57286018784.1,58189600302.1,57656676002.8,59761012654.1,58957167994.3,57784124392.8,54566615260.1,54650401760.1,54995964504.9,56058823325.7,56045034639.3,57506813175.3,59626457730.8,60890702664.7,62263756305.3,58752038457.3,64731222324.3,63231884952.5,61776990674.9,64675522759.0,69880836069.3,69888148873.5,74173221887.9,78989277870.6,78732177428.6,77526447762.4,78798707043.8,76788699832.7,78949664505.5,82361419945.2,88961811829.7,87607751744.5,83654782183.2,70635776674.7,71286734701.9,68812282584.8,77780593422.6,81440745918.4,83706834266.1,88958294014.9,88515798099.0,90433682303.0,89963310741.3,92405617233.6,1.0118231903e+11,1.05192556932e+11,1.08285755512e+11,1.09563419077e+11,1.13382822537e+11,1.26232695725e+11,1.31121661805e+11,1.37461683702e+11,1.41113383587e+11,1.45767734441e+11,1.53026551345e+11,1.59156120912e+11,1.63305424431e+11,1.63645403323e+11,1.64827797027e+11,1.63719895023e+11,1.65486114344e+11,1.69673501411e+11,1.76829851401e+11,1.82332203761e+11,1.8811713079e+11,1.94812153751e+11,1.99993603589e+11,2.05232813133e+11,2.10529782383e+11,2.15884511339e+11
BGR,1281755807.47,1290197566.29,1298661464.39,1307146454.21,1315653588.32,1324181809.12,1332731644.17,1341303631.05,1349896697.09,1358511919.99,1367148217.01,1375808866.56,1384491155.48,1393195636.45,1401921206.62,1410668416.17,1419437265.08,1428227753.37,1437040446.28,1445874215.83,1454729624.74,1502191061.72,1550414522.24,1599398838.73,1649145196.77,1699652392.76,1750921023.99,1802951723.82,1855743234.56,1909296831.92,1963611222.16,2019691810.16,2076560884.0,2134218443.68,2192664489.18,2251899020.5,2311922037.66,2372733540.68,2434333529.51,2496722004.16,2559898964.66,2578534176.58,2596882266.6,2537016984.58,2477602125.59,2418638458.09,2360125982.11,2302064697.65,2244455288.28,2187296372.7,2211216312.62,2283811261.74,2357576905.17,2432513242.88,2508620274.84,2585898001.11,2649350860.71,2713513609.39,2778386247.16,2843968774.01,2910261189.95,2972257663.05,2973468817.35,2973776098.02,2973181020.98,2971682088.91,2969280055.11,2965975635.71,2961767389.17,2956656738.42,2950642279.15,2972632280.76,3060798758.08,3150036914.34,3240348125.06,3938184158.24,4072923527.5,3952414717.21,4131118077.03,4254709320.14,4496504314.51,4653204129.06,4526027709.35,4957438664.34,4586022833.41,4985122918.37,5654645247.22,6307402103.56,6390678498.71,7299023812.21,7483894440.97,6728047034.31,6549488557.18,6755806775.22,6070012243.59,5026717324.5,5624843706.36,6233973158.57,6854107373.48,7485244501.78,8127386549.72,9874441420.61,9477013964.0,10525429113.8,10307225055.1,11023123417.3,11009482176.1,12151997945.3,13185233167.0,14222758214.0,15552733307.9,16537119015.1,17876832582.8,18688628132.2,20149975793.7,21376123379.1,23080244612.5,24356948272.2,24815278255.7,26021872714.2,25696161642.8,27469173554.2,29572972865.7,31999004972.6,34401785417.1,37426426760.5,39918615955.5,42329761069.2,44700573093.9,47971496143.9,50038929415.6,52861205117.2,55358766766.4,58295416623.9,59786230473.0,62843082565.8,64607983270.1,68196832676.1,74701508638.5,72658631196.2,67402639142.9,77134938799.5,64592699502.3,58862939852.8,58660940128.4,59223751667.8,52269112576.2,49167365299.0,53603039350.0,55508823759.8,58908628003.6,60807940917.0,64730440171.4,65819067257.7,68471107799.0,69389130042.6,72935477406.8,76443538084.7,79913312075.8,83344799381.4
BHR,135080031.362,136305629.915,137539106.29,138775593.071,140017519.211,141267351.702,142520166.07,143778419.797,145044608.404,146313750.36,147588331.675,148926405.454,150270356.024,151620183.384,152975887.534,154337468.475,155704926.206,157078260.728,158454881.426,159839960.019,161230915.403,163552158.181,165891475.093,168243575.716,170611093.404,172994028.154,175392379.968,177808924.508,180238134.167,182682760.89,185142804.676,187667064.645,190210442.365,192767173.042,195340127.214,197932270.29,200537695.17,203159343.543,205797215.411,208454371.058,211124713.633,213867218.7,216629932.57,219406616.08,222200376.954,225011215.189,227842357.102,230687373.781,233549467.823,236431936.699,239328209.184,242305112.278,245303362.665,248316246.813,251347109.628,254395951.112,257466234.763,260551057.301,263653858.506,266774638.379,269916955.294,274735807.499,279591043.381,284489850.848,296129401.658,307951541.782,319956271.217,332139527.249,344509327.018,357061716.1,369796694.493,383132381.749,396675405.83,410416666.621,424365480.832,438512315.155,452866919.496,467419327.357,482179721.828,497137703.224,512303887.821,528247646.531,544422350.887,560816734.826,577442281.001,594287290.168,611363678.169,628659312.564,646186542.388,663932802.008,681910873.656,700880533.789,720100577.371,739571004.4,759291814.875,779263008.801,799484586.176,819963858.638,840686311.202,861659147.217,882882366.681,948990281.099,1017928550.5,1090204993.36,1165429387.99,1241664218.47,1319810809.71,1397203649.12,1471429287.72,1543150564.88,1610881463.73,1691316510.18,1779390756.27,1878241862.05,1989993527.49,2118978402.8,2261799672.25,2415671972.48,2573829499.56,2743004981.5,2929867179.56,3012134478.17,3393184405.52,3726775374.39,3987592149.75,3853749971.82,5020812434.05,5279179576.38,5063534500.04,5890030233.34,6881647656.56,6652949841.44,6305573483.02,6386474746.2,7002814441.33,5602872995.02,5308949556.28,5256723600.34,5991297130.9,6403595213.08,7157217092.08,7109881163.25,7585562276.14,7600156648.47,8172330704.8,7745135540.95,7629185288.18,7937404679.14,7967139965.75,9093904059.78,12111357308.8,13063823095.1,15836633839.5,20042430233.9,24476663673.5,30849752611.6,30965941398.2,30632460530.3,29849310007.9,28616489831.1
BHS,20035682.604,20043054.4404,20050025.1755,20055359.8735,20061532.12,20066075.7571,20071449.5151,20076422.1716,20079777.3606,20083951.5286,20086515.6568,20311652.69,20533820.3957,20754227.7126,20974068.7237,21190951.5488,21407260.6405,21620618.9743,21832216.9191,22043229.9887,22251303.442,22974470.3075,23710265.431,24456282.0339,25213712.9757,25982558.2562,26764116.0334,27555811.0512,28358920.408,29173444.1035,30000764.5343,30892872.7498,31798037.9583,32716260.1593,33647539.3533,34591875.5398,35549268.7193,36519718.8913,37503226.0563,38499790.2139,39509411.3644,40603107.8229,41713349.6373,42836887.6422,43975335.8907,45130392.6735,46298682.4683,47481882.5062,48681754.258,49894795.8422,51122747.6701,53406201.3081,55733409.0286,58104370.8321,60519086.7177,62977556.6862,65479780.737,68025758.8703,70615491.0865,73248977.3849,75923874.0027,79615915.697,83395465.5571,87262523.5823,92085828.4787,97036136.3118,102113447.082,107314941.387,112646179.634,118104420.819,123689664.941,130034776.107,136541773.935,143204314.047,150025529.433,157008866.673,164147511.004,171444830.611,178904507.261,186519255.813,194292679.64,203219686.423,212341198.736,221665128.896,231183407.792,240900030.782,250819306.808,260932696.381,271248895.785,281759051.94,292467552.189,304864590.747,317509677.015,330402810.996,343539056.57,356928207.577,370565406.296,384450652.726,398578697.162,412959960.619,427589271.787,458313286.43,490451944.986,524809210.87,559541821.895,596396342.229,636088487.46,677695746.042,720627140.358,765551477.72,813945761.422,891840325.279,974507633.356,1052049199.51,1138924939.56,1230961234.02,1328351922.88,1431998459.44,1540190707.77,1658236151.87,2037757780.4,2051516200.97,2020193935.63,2143652251.03,1725392233.05,1644505479.25,1777194265.67,2104224435.66,2465260514.74,3495944077.34,3526063616.58,3312135655.51,3097159780.27,2915619489.75,3553317929.7,4007390235.14,4184541401.87,4254747171.19,4403126824.97,4771212310.52,4796060428.36,4504815128.27,4435821473.21,4444021313.87,4668624171.55,4858516635.33,5646570365.74,5955768259.32,6581200157.04,7166616182.34,7418291590.54,7310406297.2,8023439548.33,7802521167.78,7662968806.74,8097434934.16,8399622694.25,8705673080.85,9015586094.02,9329361733.73
BIH,255442266.028,258232615.085,261037637.268,263857917.098,266692867.25,269543077.852,272408254.543,275288097.348,278183204.81,281092975.583,284018013.818,288411982.038,292834261.292,297284851.583,301763752.909,306270965.272,310806801.265,315370637.101,319962783.974,324583241.882,329232010.826,339586188.017,350085382.929,360729913.766,371520124.723,382455684.598,393536236.207,404762123.742,416133717.384,427650659.944,439312568.25,451591313.614,464031117.43,476631979.699,489393900.423,502316879.601,515400495.076,528645584.662,542051732.702,555618939.195,569347204.141,579507227.319,589752461.803,600083813.234,610500830.348,621003513.15,631591394.783,642265405.837,653025082.576,663869948.79,674800953.782,693847614.472,713146137.057,732696042.214,752496817.576,772548958.994,792852995.341,813408414.257,834214670.348,855272292.492,876581842.599,889104584.842,901626765.174,914149507.416,923406363.932,932575529.295,941656441.592,950648546.834,959552954.979,968368560.03,977096464.026,1001497913.94,1030430187.41,1083395852.91,1160277780.08,1216773485.95,1300069011.22,1277535087.46,1388202748.32,1459451913.83,1428504621.6,1385656293.11,1256304242.16,1295841799.06,1343447512.58,1322519247.83,1493459240.15,1516993179.03,1637655482.29,1726378277.96,1733270409.09,1742856726.84,1752015594.83,1760746288.02,1769050262.92,1776926788.07,1784375863.47,1791397489.1,2136835192.13,2344835881.07,2194699414.51,2295451630.03,2128558407.23,2150237570.24,2154513990.08,2689321165.1,2334516264.38,2722136796.52,2856534872.99,3391184489.28,3711178851.32,3826943923.44,3796671054.63,4251463821.9,4700699060.37,4892559507.57,5282044957.01,5220883931.02,5457596243.67,5922150687.29,6159935609.05,6570122078.92,6885833658.49,7161213238.96,7697394580.73,7975890406.51,8082161122.06,8744333372.64,9340063722.51,10053232895.7,10481010215.0,10865909957.1,11103744240.2,11101161914.6,11325903177.7,11488966484.2,12047692323.7,11973564830.9,11819435133.2,12122769632.2,5154013720.18,4743200419.09,4578158820.38,4595452881.63,5213798246.95,6557796614.95,9538370393.09,13644031894.4,17532327853.9,19331481189.4,18741653794.0,18959657406.7,19577876631.7,20103905149.9,20658069416.4,21861458071.3,23122797724.0,24373821743.2,25614530128.9,26844922881.2
