ISO,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
LTU,1085328091.65,1106153576.06,1127127875.29,1148253106.11,1169528212.65,1190953194.95,1212526971.75,1234251700.45,1256126304.89,1278149688.61,1300324039.44,1320833405.44,1341475989.79,1362252909.3,1383161935.47,1404204180.01,1425379642.91,1446688324.18,1468131365.99,1489706489.07,1511414830.52,1554106634.7,1597366447.23,1641195420.46,1685594784.81,1730563348.92,1776099843.27,1822205498.31,1868881622.6,1916126946.63,1963940122.82,2014537219.37,2065766747.09,2117628705.93,2170123095.94,2223249917.07,2160940962.42,2550858649.11,2479054827.42,2330252283.66,2342968424.73,2169304954.32,2403331211.07,2750958659.77,3162015188.24,2958621213.41,3292781236.34,3271678250.04,3390840720.13,3636741111.9,3595316769.17,3723410511.57,4093129266.8,3851837984.17,4304558916.82,3852173502.07,3719570021.72,3609278639.88,3983640237.83,4179705627.65,4502495537.63,4183705129.79,4543138985.7,4797517071.08,4604104485.25,4764956581.98,4255324076.77,3757557636.56,2311228167.78,2004551034.1,2021656349.43,1859110145.54,2170842742.54,2514293732.32,3198641716.0,4019813285.39,4537321750.08,4750036574.12,5019635519.38,5103905790.2,5359015504.87,5509282961.34,5519514119.18,5827181103.58,6471659496.4,7526241892.86,8173105291.26,8995623466.9,9115374221.12,9634868858.26,9378694196.84,9192433928.5,9006826312.11,8821871347.68,8637569035.2,8453916114.12,8270919169.88,9173811784.35,10344408244.0,11273930161.3,12186836799.0,12135692847.4,12805870473.8,13243540559.4,13761895738.5,14795939633.8,16051649035.3,16222820030.6,17267922221.4,16903600052.9,18314346883.6,19270141864.5,19715667450.5,19216255550.3,21671443754.5,22901060186.9,24029002126.0,25121625581.4,26643035174.0,27073864306.0,29221414058.2,29981039798.6,30130291376.5,32648081781.8,33586221244.5,33669021688.8,35237521234.1,36063326868.4,36977250432.3,36809737833.7,36874627540.0,37201031371.9,38093423443.2,39277189192.8,39711217393.3,40010146024.6,41610718243.3,42104652976.1,42979721335.8,43727986106.8,42704883085.2,38799668084.8,32582619894.9,27317625205.5,25568172147.4,26119376648.2,27978544244.4,30675185150.1,32898018352.9,33605792912.0,35797690415.3,38230846625.0,40734722168.1,43564594602.2,45168850149.5,46501428331.6,47417514203.1,48331314305.5,49242828639.3,50152057204.0
LUX,739086598.851,759719528.251,782295156.473,784738505.437,802474100.626,808753675.899,852560536.512,890918168.469,920756522.319,915586087.541,947330458.803,935658613.803,964317622.279,988689442.792,1001184272.96,1010106289.85,1016039076.76,985375524.007,1029318638.86,1041111262.73,1047481893.38,1067704382.07,1105954620.43,1107691765.66,1174143360.58,1197382709.13,1174540767.99,1186634407.9,1202394581.58,1179892927.7,1222750489.87,1261327374.05,1293423525.86,1322626277.56,1330711358.22,1340412260.91,1361498688.32,1400701992.34,1436450708.96,1472526931.29,1497851158.56,1506047043.93,1522087924.0,1550037375.16,1603676682.3,1636725203.29,1692356733.85,1708205426.23,1766921328.75,1824981961.63,1843816014.77,1830439535.22,1856413023.49,1886740124.41,1920913030.38,1965013651.83,2022245957.36,2080637988.23,2068468357.83,2112777087.02,2135762261.59,2214427309.4,2295144666.29,2365936868.72,2217438784.7,2269147757.63,2366254449.88,2313242164.19,2257014229.03,2144976807.34,2195348215.88,2089525512.45,2403032364.04,2368117261.72,2554299072.08,2688947420.57,2716942945.19,2839092207.56,2963164462.79,3042195223.76,2988354480.17,2828966480.66,2930997384.77,2842344813.07,2958097990.82,3085013238.12,3231620538.38,3394444764.5,3482311667.5,3681532527.31,3634330023.77,3676807878.03,3633841703.85,3626946494.35,3465046251.25,3009098779.21,2836255998.65,2984868719.18,3165013630.9,3398158987.84,3067482499.33,3817991848.77,4328022537.89,3771512969.42,3795715815.68,4059048454.46,4530000496.34,4642903775.91,4507999066.26,4543862104.5,5254849559.58,5211341213.74,5071106821.19,5181935987.34,5617267517.73,5730477366.47,5759732145.91,5844030560.17,6201446730.98,7074680852.78,7595747977.99,7268018461.27,7731296849.19,8765589190.28,9668859847.84,8045568968.85,8534799440.55,8325022627.81,8940980904.93,9322730223.89,9675989505.19,9366101884.63,9396212976.15,9300196567.05,9485262162.17,9593923430.76,10653618521.2,11110448286.4,12393442518.1,13820835999.0,14475448847.3,15803706838.2,15967866819.4,17358028035.0,18434543857.6,18832748147.4,19477450895.3,20279530640.7,21941412492.9,25468224512.6,27320699792.2,26979560567.6,28048140490.5,29103010077.5,30324579446.0,32164906326.6,32714060031.2,33256946250.8,33793564985.5,34323916235.2
LVA,979050440.464,997835490.65,1016756845.02,1035813398.51,1055005151.14,1074330971.13,1093793116.67,1113390461.32,1133123005.12,1152989594.92,1172992531.62,1191494359.08,1210115197.95,1228857381.18,1247718565.16,1266701104.18,1285803823.77,1305025528.06,1324368603.43,1343830652.83,1363414083.98,1401924271.18,1440949135.53,1480487465.2,1520537966.15,1561101891.32,1602180575.82,1643772725.62,1685876964.55,1728494627.71,1771627132.33,1817268738.95,1863482279.8,1910264858.8,1957617913.72,2005542964.51,1949335816.92,2301070640.74,2236297048.8,2102066360.02,2113536350.64,1956879043.26,2167989063.8,2481576165.35,2852381293.85,2668904757.57,2970343440.09,2951307441.84,3058801764.94,3280623585.8,3243256149.85,3358805842.48,3692322333.98,3474657879.21,3883048880.82,3474959162.03,3355339751.21,3255849603.34,3593552000.44,3770419529.23,4061600201.71,3774027743.28,4098264342.22,4327729899.63,4153258180.85,4298360569.75,3838631848.46,3389607398.2,2084905919.37,1808260075.18,1823690089.23,1677060407.94,1958267590.09,2268087498.55,2885421555.4,3626182363.3,4093013917.06,4284897952.01,4528098139.51,4604117305.36,4834244714.31,4895884497.26,4833528503.89,5030124941.69,5508309028.26,6318069206.69,6768829620.34,7351755040.79,7353203374.32,7673549797.92,7376383591.76,7240595517.82,7104932845.68,6969388243.76,6833965411.62,6698667778.38,6563488418.29,7290927682.22,8233646518.6,8987053371.18,9729483007.37,9694414970.65,10235754189.3,10591672943.6,11012453820.0,11846497582.3,12858927248.4,13003044992.0,13848059142.5,13562954213.5,14702440645.5,15448873604.5,15785230659.4,15365602676.3,17307051268.0,18266594913.6,19143295686.2,19990310755.7,21176670289.5,21494979187.5,23174573175.8,23704031252.3,23750036695.6,25658076927.6,26476847745.0,26625236539.2,27954056506.2,28701195710.8,29524423044.1,29487607435.3,29638183007.1,30028530045.9,30881205185.9,31978651785.6,32472685658.4,32860186844.4,34322270522.0,34880397606.1,35760612838.8,36542693678.4,34785239920.3,30462568247.2,21916234900.1,20353199386.1,18188833330.3,17237239306.6,17343313265.0,18608740414.5,20186429832.7,21382965586.7,22188691779.7,23364395075.6,24898363870.8,24973325280.1,26117802233.6,27266183962.7,27608666822.4,27952389855.9,28297353063.4,28643556444.8
MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458613673.34,1572885681.75,1695920809.6,1828209529.47,1975052142.69,2133764751.61,2297483284.79,2476838744.75,2676755288.19,2872863882.37,3110281354.23,3383904936.37,3558719708.27,3936552284.87,4359478387.29,4441660889.42,4858142800.73,5784028729.13,6433894363.36,6826150802.18,7668568897.53,8197443878.92,9891193923.85,10489040953.7,10798234901.7,11475027499.4,11408638388.7,11233242171.0,10538644468.6,10450951341.7,10701341664.3,10935804910.0,11915705542.4,13607605950.3,17184739780.0,18666874897.1,20984827130.4,23410015757.3,25942440777.9,28582102192.1
MAR,1740724382.33,1770199710.72,1799886741.74,1829785475.4,1859895911.7,1890217618.64,1920751458.02,1951497000.04,1982454244.69,2013623191.98,2045003841.91,2076595304.11,2108398460.16,2140413310.06,2172639853.81,2205078091.42,2237728022.87,2270589648.17,2303662967.32,2336947980.33,2370444687.18,2407379160.31,2444585252.19,2482063901.19,2519814639.54,2557836988.16,2596131902.38,2634698905.94,2673537998.85,2712648690.74,2752031959.52,2791686325.63,2831612769.78,2871811793.65,2912282396.73,2953025077.87,2994039837.07,3035326674.31,3076886105.38,3118717101.56,3160820175.79,3203193755.34,3245839396.01,3288757097.78,3331946860.67,3375408684.68,3419142569.8,3463148516.03,3507426523.38,3551976591.84,3596798721.41,3641895674.48,3687264716.9,3732905848.66,3778819069.77,3825004380.23,3871461780.03,3918191269.17,3965192847.67,4012466515.51,4060012272.7,4107828377.1,4155917137.45,4204277389.49,4352562743.17,4502449981.45,4653939690.68,4807032523.76,4961727191.54,5118025016.41,5275924642.75,5435426020.66,5596529100.25,5759235336.94,5923544011.33,6089455123.42,6256967870.69,6426083841.55,6596802250.14,6769122243.96,6943045511.34,7118572987.7,7295702968.34,7474436372.06,7654771377.76,7836708887.62,8020248901.75,8205391420.04,8392137444.67,8580484988.02,8770435035.67,8961987587.45,9155141574.95,9349898033.33,9546258064.59,9744220599.98,10049785960.6,10360059527.5,10675042469.1,10994732465.2,11319131869.3,11775116272.4,12603426393.3,12995853788.6,13816072224.6,13699378313.6,13928621890.8,13722747777.2,14757588744.4,15150432946.5,15862498492.0,19710911123.8,22359127147.0,26110296463.9,27892332503.9,27515965867.0,26609539913.0,27468448514.7,29370284674.9,32595670120.8,31107673724.8,32806201478.8,33594316812.7,34619594007.2,38191972668.8,39202522155.6,42036482158.9,42956044130.5,45309819600.0,48163301558.5,48044752944.8,47403881147.8,52754075702.6,56105320215.9,59728446119.3,66708128235.4,74088141122.4,74721301740.0,83764050217.0,83908316331.4,86899680541.5,97094421941.1,97123251902.0,97217774645.3,1.09601501308e+11,1.08979120944e+11,1.29450511805e+11,1.20401535907e+11,1.22558115377e+11,1.16852117621e+11,1.10867389728e+11,1.1360156047e+11,1.13150259705e+11,1.18000785535e+11,1.17901678389e+11,1.14297613338e+11,1.18762560638e+11,1.23294572955e+11,1.27893650287e+11,1.32559792635e+11
MDA,467408430.766,473581407.333,479792035.037,486039862.888,492325790.72,498649369.69,505010599.797,511409481.045,517845551.696,524319733.07,530831565.582,537722819.631,544654861.7,551628164.26,558641784.508,565696192.774,572791389.058,579927373.357,587104628.893,594322191.376,601580541.874,616873294.607,632335956.948,647968528.893,663771010.445,679743401.601,695885702.364,712197912.734,728680032.709,745332062.292,762154001.479,779641533.911,797313136.459,815168809.124,833208551.906,851432364.805,825502152.504,972062786.161,942423060.825,883757840.837,886513910.04,818549348.887,904411564.676,1032491783.48,1183690227.88,1104729514.07,1226429428.59,1215578052.35,1256815320.07,1344767701.64,1326358078.18,1369839882.41,1501801000.72,1409532575.35,1571113091.59,1402416440.72,1350755723.26,1307486403.49,1439623095.04,1506902070.02,1619501959.61,1509433089.48,1644050694.86,1741265309.14,1675969037.64,1739543182.59,1557930259.55,1379571063.27,850920079.306,740039534.757,748379513.485,690309654.344,808488178.795,939183465.043,1198318019.37,1510316397.18,1709623174.25,1794819220.13,1901967732.94,1939212320.62,2041664460.81,2078583196.54,2062790800.01,2157742355.02,2374891924.6,2737729821.84,2947654472.67,3217267275.25,3233576908.9,3390707733.83,3274936589.85,3242929750.78,3209942757.43,3175974175.95,3141026901.3,3105099472.42,3068191889.31,3436877368.36,3913631143.74,4307100168.95,4701231192.86,4774716857.62,5135167422.53,5409145482.5,5721559460.41,6258019379.45,6902911471.3,7089733105.49,7665107422.06,7617749650.82,8375535316.03,8871563556.37,9135439521.41,8959889113.94,10166107607.0,10806282114.6,11403409328.1,11988166479.6,12782791079.5,13057587630.1,14165159153.0,14565357861.1,14669409848.2,15928788649.2,16428099453.2,16509728783.0,17321306665.4,17770117315.9,18263831912.9,18223722432.6,18297998384.9,18488370641.4,18960670272.1,19579290598.5,19825090901.3,20003714475.6,20832648165.9,21108714610.4,21576531142.2,21981530134.0,20471087646.9,19508488100.5,11357098113.9,11356539537.5,9733031638.33,10280231892.9,9545838043.85,9322840811.47,7880897278.51,6873461016.96,6953451853.55,7413646143.83,8166654569.11,8983413405.46,9761714175.86,10534717523.2,10441494490.2,10336511221.4,10219767716.7,10091263976.3
MDG,807782209.204,815111292.688,822472373.013,829864253.267,837287530.254,844742813.974,852228887.731,859746358.222,867295225.447,874876112.595,882487776.59,890593726.49,898736553.211,906915630.27,915130317.991,923381249.455,931669070.928,939993142.74,948352812.026,956748725.053,965181541.281,978484864.583,991867640.779,1005329869.87,1018871551.85,1032493376.95,1046193970.86,1059974017.68,1073833517.38,1087772469.98,1101790875.47,1116831840.01,1131968952.7,1147200753.1,1162528713.96,1177951350.21,1193469401.31,1209083631.33,1224792518.29,1240597596.47,1256497319.29,1273938104.55,1291496068.26,1309172793.91,1326966685.69,1344879351.73,1362909991.04,1381057778.01,1399324357.71,1417708072.77,1436210592.85,1457169170.85,1478279565.89,1499542640.51,1520956675.82,1542522528.18,1564240197.59,1586109684.05,1608131880.85,1630305007.56,1652629951.33,1679216866.49,1706011077.89,1733011661.48,1750774664.6,1768579024.43,1786424800.5,1804312052.4,1822239909.82,1840210290.96,1858222326.73,1884178069.04,1910195412.78,1936273511.53,1962414324.93,1988617007.78,2014881649.52,2041208339.58,2067596225.84,2094047279.81,2120560650.6,2166394646.9,2212340282.48,2258395827.04,2304563335.61,2350841073.27,2397230148.84,2443731675.94,2490343912.67,2537068926.22,2583904970.03,2719222645.84,2854873206.99,2990856180.8,3127173971.83,3263826108.92,3400813079.32,3538135370.42,3675792504.34,3813786898.41,3952118076.26,4140212503.65,4328299294.38,4520536196.94,4716921171.98,4917456299.6,5171342535.67,5431213789.46,5697070060.93,5968911350.02,6100329742.99,6327513158.06,6628354946.95,6662831134.13,6802928877.02,6676771239.33,6926559292.87,7210815106.68,7828974714.95,8120004483.79,8691206410.01,8965167407.66,8924378490.49,8629041501.01,8447883467.13,8386434897.18,8475853016.37,8612381847.34,8290460611.26,8506757796.12,8616732642.97,8417897297.9,9006703064.16,9790029122.03,10552315757.6,11374754270.2,11538084081.8,11141598831.0,10926139301.8,10719843009.7,10638537308.2,10389769700.8,10141067232.0,10464081108.1,10581063289.4,10825055453.0,11384047411.6,11902511552.4,12741975619.3,13500826224.9,14429486992.9,15609642445.9,14400744444.3,15948808678.6,16482621991.2,17153221938.2,17349089508.2,17531601099.4,17700756711.8,17856556345.2
MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158406205.139,165364895.757,168612979.732,170892885.961,183368554.508,179020690.221,162296410.245,182333276.415,211674417.541,253545573.07,384863455.628,435179485.409,534582263.894,462521791.872,527565306.099,596970805.367,653205006.867,711537123.598,773882493.992,844438467.433,973188208.69,1051047708.12,1121123876.35,1194445862.22,1266642238.54,1323698122.34,1495611762.76,1656597365.68,1833129874.4,1892130721.89,2101329630.77,2173781113.54,2348090328.82,2837948934.78,2566833960.48,2571914040.04,2525961428.95,2479093719.41,2431310911.4,2382613004.93
MEX,9800430671.28,9712383734.74,9623415368.47,9533525572.39,9442714346.5,9350981690.8,9258327605.29,9164752089.91,9070255144.77,8974836769.8,8878496965.03,9031593107.17,9185556092.96,9340383988.81,9496077755.06,9652637391.7,9810063923.62,9968355313.99,10127512574.8,10287536769.4,10448425783.9,10666188278.9,11375465524.2,11701829710.3,11392793858.6,11429574750.9,11685689549.3,11962764199.7,12201241284.7,12123130687.0,12546203630.8,12928365503.9,14143744500.0,15182349475.2,15817495325.1,16758295686.2,17233515882.7,17634714069.6,18789786780.9,19139483574.8,19122369872.8,19658254752.6,20192267242.6,20617584782.9,21588019171.7,23010562141.6,24466094797.4,24913254125.9,26806622038.2,28920488776.2,29694299615.3,32216942056.7,31035784335.9,34522755790.6,35113356338.1,38777441544.6,38328147211.4,40557841082.5,40493015483.7,41683363589.7,42463406941.5,42556430995.7,42596320209.9,42707184518.6,42765183956.9,42844294548.6,42919858565.9,42991876008.8,43060349847.1,43149113451.9,43210354786.6,44191830271.3,45207277409.9,46729052364.9,45934972942.3,48723813766.3,51573533735.4,49256388183.3,49464563377.1,47445247396.3,44285141443.2,45811831467.8,38987403861.8,43391686947.5,46309062324.6,49690439807.9,53829839862.6,55603230515.7,56461167946.6,59428062000.3,60185747562.7,65944126610.2,71469504398.6,74880263287.2,81710154196.9,83617470966.5,89841209771.8,93468660113.0,97865203950.2,1.03644614846e+11,1.09818637782e+11,1.18761175974e+11,1.24440572391e+11,1.21187734907e+11,1.34686500429e+11,1.45893395573e+11,1.55660548376e+11,1.66969211564e+11,1.75019689752e+11,1.8023771839e+11,1.92838932461e+11,1.98762006755e+11,2.0682469617e+11,2.26283257193e+11,2.56588718864e+11,2.70641755732e+11,2.88078064095e+11,3.02632480434e+11,3.28778232427e+11,3.41287192418e+11,3.61860784296e+11,3.79785411877e+11,4.12529153715e+11,4.47259326333e+11,4.76556924073e+11,5.03497071881e+11,5.312427298e+11,5.49152134887e+11,5.9935935024e+11,6.6252103926e+11,7.41001984629e+11,8.01808819796e+11,7.94179557368e+11,7.48854861861e+11,7.61683076828e+11,7.68793098153e+11,7.1514676476e+11,7.3051071016e+11,7.16317332229e+11,7.4057778772e+11,7.81800484835e+11,8.11381703508e+11,8.44854687106e+11,8.70292688102e+11,9.14221193985e+11,8.40572287887e+11,8.84463335289e+11,9.50582260325e+11,9.95200975492e+11,1.04882071821e+12,1.12956293131e+12,1.13817311199e+12,1.15228652686e+12,1.18151847071e+12,1.24494951811e+12,1.32151507378e+12,1.33892157777e+12,1.35644192238e+12,1.37407610763e+12,1.3918241335e+12
MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23923378.955,25201669.9153,26120334.7123,27844395.1843,29349969.0802,31148357.7904,32883350.7378,34242672.1625,36454607.7203,38462823.5903,42448985.8579,46606991.0059,50177213.4165,56139006.0402,60603374.3952,62542795.7369,65495825.5817,67301116.4353,71422324.8122,77596709.4515,77093375.7635,78843704.3642,81734474.9758,85701546.1447,88784498.2193,94569173.1459,101350020.791,107306545.595,113415286.402,119156111.477,120234139.319,120339811.6,128933037.923,136677073.08,144710563.135,156595971.246,140461992.732,131408274.932,127670744.396,124610279.043,131950689.662,139027682.162,142664442.739,142907162.164,142827962.423,146756029.887,149578896.019,154895948.613,152362048.34,149757416.93
MKD,226559020.176,229724039.072,232908453.269,236112775.731,239337006.459,242581145.453,245845192.714,249129148.239,252433544.831,255757319.367,259101002.171,263549389.842,268027099.675,272535214.623,277073194.45,281640489.001,286238196.104,290865768.086,295523204.945,300209946.611,304927110.747,315042606.535,325313172.78,335739969.044,346321812.795,357059909.535,367953030.792,379002428.008,390206826.77,401567524.464,413083200.731,425338692.643,437768597.153,450374303.538,463154399.549,476110320.406,489240607.917,502546743.247,516027222.258,529683572.059,543514242.572,554138193.124,564855902.77,575668163.776,586574976.143,597577159.704,608673080.305,619863552.267,631149411.962,642528992.158,654003123.714,673586591.305,693452623.407,713599481.422,734028027.348,754738261.185,775731117.933,797004742.194,818560054.366,840397054.453,862516735.841,870357616.458,878198497.076,886039377.693,890730482.039,895366328.381,899946916.709,904473226.435,908943295.263,913358106.085,917717658.894,935819082.455,958034814.391,1002350721.61,1068346843.35,1115125336.21,1186009445.76,1160233809.67,1255213539.67,1313974538.4,1280708792.84,1235930342.53,1114947365.05,1144409728.27,1180776135.66,1156943295.73,1300503222.78,1315081262.02,1413459441.13,1483641632.67,1483306586.38,1483872215.06,1484203752.67,1484302515.13,1484169772.86,1483804232.72,1483204646.95,1482372286.01,1760471501.31,1923548285.09,1792820979.77,1863549004.54,1717726897.63,1812815657.36,1875257774.91,2294239422.05,2351693891.61,2602903286.76,2840081769.96,2944690237.07,3159598805.75,3242469768.88,3311469221.75,3896806885.16,5043761207.31,4621332972.09,5031170522.69,5260441669.03,5439694610.71,6014140113.43,6495754392.1,6931865106.38,7277936357.73,7736832745.02,8191410069.15,8581877950.71,8971755620.65,9551341261.74,10342814361.9,11094222923.0,11246493914.1,11478124753.5,11428076771.8,11077048054.9,11344346163.5,11198127849.0,12031173762.8,11919307711.2,11578948037.4,12118118248.3,10042625095.1,10057856609.8,9153019502.25,8860006527.1,9010774820.71,9357740544.92,9463339861.41,9606532017.58,10055222735.1,10971666383.9,11691331370.6,11643656664.3,12054288952.8,12356408275.7,13302689502.4,14448006104.3,15338758586.1,16232434216.5,17129032995.7,18028554923.4
MLI,436853798.495,440476375.771,444112164.229,447761163.864,451423374.678,455099040.301,458787674.791,462489520.463,466204577.311,469932845.339,473674324.548,477611876.252,481564553.915,485532611.695,489515542.588,493513599.441,497526782.248,501555091.016,505598786.486,509657348.485,513731036.44,520301277.393,526904366.836,533540034.013,540208817.977,546910450.428,553644931.37,560412260.802,567212155.681,574045179.634,580911052.076,588174243.254,595476451.538,602817381.595,610197621.631,617616878.769,625075153.013,632572444.363,640108445.196,647683768.297,655298108.5,663502699.526,671755226.757,680055057.756,688402507.516,696797900.854,705240590.59,713730899.083,722268826.336,730854706.998,739487874.225,749047798.789,758668067.643,768348680.791,778089638.232,787890939.963,797752234.133,807674221.991,817656554.143,827699230.585,837802251.319,849479358.824,861237243.234,873076273.613,878644183.975,884205234.176,889759424.219,895306754.101,900847591.84,906381201.196,911907950.391,920221094.111,928524203.898,936817279.75,945100321.672,953373329.658,961636303.714,969889243.837,978132150.025,986365022.282,994587860.604,1009202205.05,1023798835.3,1038378481.76,1052940414.44,1067485362.91,1082012962.28,1096522848.5,1111015749.88,1125490938.53,1139949141.92,1180371428.59,1220746143.06,1261074011.53,1301354308.22,1341587758.51,1381773999.59,1421912669.51,1462004492.39,1502048744.54,1542046149.23,1594728112.55,1651786494.23,1709847013.86,1768909671.43,1828974466.95,1871035878.81,1913496483.56,1960118111.87,2007188390.97,2168123739.54,2146992049.73,2130882172.23,2259594926.3,1899814254.97,2037649253.64,2075396516.46,2153968793.59,2437045821.96,2501790477.4,2689761498.83,2737919489.43,2424670061.05,2471526167.37,2356682903.98,2589948810.28,2993501054.62,3149421461.34,3084038750.58,3450085057.33,3308278000.8,3648551460.19,4026622130.11,3961457734.07,4030710141.57,5055792704.75,5546844464.94,5285534737.52,4849038877.18,5287255936.41,5389326033.92,5461065817.76,5999195430.22,7135031700.27,6989078151.72,7863426629.19,8374527749.52,8984935955.53,9745027113.11,10015052200.8,9622691383.0,11177610814.6,11700768624.8,11890269167.5,12643910337.9,13055350173.2,13434863595.8,13805085289.7,14166015255.1,14517653491.9
MLT,106798266.307,109534267.608,112542080.344,112651240.09,114954255.951,115614849.272,121630748.736,126850317.393,130843706.582,129860636.951,134110751.06,133443288.899,138542961.022,143080968.823,145935996.755,148291225.632,150220268.043,146711476.94,154321711.836,157168152.431,159211956.517,162498008.287,168535782.886,169014415.429,179377646.354,183154298.63,179878724.473,181948735.521,184583336.746,181341232.394,188144509.653,194300829.318,199468461.944,204198650.433,205671275.867,207393967.769,210880739.691,217181793.331,222955765.048,228789389.85,232959486.158,234469193.974,237200335.426,241791365.945,250399434.154,255803782.809,264746961.92,267474368.971,276922027.308,286282068.932,289495644.948,289515381.021,295750498.165,302721833.991,310359017.229,319664706.347,331195492.278,343020622.077,343238277.948,352837249.339,358925003.744,374454626.963,390471666.201,404931715.539,381757886.341,392932636.363,412092447.333,405129370.74,397474072.431,379807850.931,390817677.686,373949510.733,432300054.55,428210661.875,464216386.342,491124844.878,498679601.548,523626522.68,549124361.271,566427329.917,558988552.201,531599317.541,553263577.863,538921170.225,563334998.345,590053393.53,620742033.139,654771890.939,674520816.738,716043221.17,709734949.794,725115126.299,723662844.121,729319380.834,703498335.029,616791020.015,586897506.372,623488373.563,667328111.289,723172072.882,771254108.274,749224615.824,800962040.487,829541326.25,830814830.654,837887160.78,937259990.002,971391023.613,1046543676.97,1071986274.14,1137636963.68,1164985079.32,1135020040.88,1135966152.79,1164180474.93,1227585877.94,1359018782.11,1453085270.9,1591649263.85,1759107721.76,1900061834.75,1742154501.09,1587800070.02,1438785039.82,1435848838.23,1718955275.6,2012642293.59,2163443643.68,2409186276.91,2586696998.52,2736837939.7,2878815767.04,3004102765.13,2896272687.23,2900750964.83,2965653993.26,3102202629.25,3245779429.51,3621129373.89,3885197792.16,4100982281.49,4387871409.56,4514928977.11,4636084736.19,4903621374.9,5220085876.87,5330557667.97,6068623534.36,6771888243.55,7334199334.83,8019823255.75,7800011665.9,8112436552.51,7947078912.73,7819083706.78,7926697470.76,8221345465.54,8520199715.87,8823260221.74,9130526983.1
MMR,1141767528.16,1154612101.72,1167456532.56,1180301106.12,1193145536.96,1205990110.53,1218834684.09,1231679114.93,1244523688.49,1257368119.33,1270212692.89,1283057694.61,1295902839.05,1308747840.78,1321592985.22,1334437986.94,1347282988.67,1360128133.11,1372973134.83,1385818279.28,1398663281.0,1426825732.31,1455402441.01,1484398158.97,1513817685.14,1543665866.01,1573947443.76,1604667664.0,1635831367.73,1667443595.82,1699509438.84,1732034037.48,1765022745.28,1798480481.85,1832412867.25,1866824917.71,1901722195.45,1937110322.6,1972994463.6,2009380520.66,2046273759.18,2083456997.86,2121152630.0,2159366704.66,2198104789.71,2237372501.47,2277176067.66,2317521219.63,2358413929.86,2399860035.31,2441866009.47,2499981061.13,2429599226.32,2357258733.96,2282959957.34,2206702538.2,2128486659.46,2180461665.71,2233040247.34,2286222731.9,2340008787.2,2394398234.41,2572020053.68,2752513426.41,2964263536.25,3179400597.8,3397924417.14,3334913347.94,3270253308.02,3203943850.3,3135985409.17,3066378166.93,3182153485.05,3299445706.32,3418254629.39,3538580254.27,3660422350.46,3770180433.6,3881234339.65,3993583823.15,4107229370.02,4222169462.68,4194986970.44,4166862097.79,4137794844.72,4107785452.17,4076833434.67,3867495031.49,3654549078.32,3539161870.39,3421664123.0,3267934762.88,3115086109.28,2963117993.23,2812030760.77,2661824234.83,2512498415.41,2364053302.48,2216488767.7,2069805075.91,1924002090.64,2216405504.53,2281120702.53,2356884346.54,2221665016.96,2527978911.38,2706837912.01,2873894336.66,2825687630.08,3299808041.03,3440883147.01,3547216031.38,3745253677.75,4203610023.58,3918950725.11,4073890666.79,4343813078.17,3947733875.68,4154375945.16,4391518292.28,13414672556.8,13807401970.4,13826540601.4,14244992038.0,14904304260.7,15481740033.2,16274617865.2,16872063782.1,17180458186.6,17885943285.1,19480173921.3,20515588717.0,21607734822.3,23092548443.9,24747824628.3,25205812317.2,25106284008.0,24145871353.3,21249121937.4,21888971187.4,22067000070.6,21373025385.4,23075227116.3,24775106462.2,25837377238.6,27875728102.8,28581233008.5,28984832817.9,30399910516.8,32433255131.0,35484683309.8,37335339415.6,39586074615.0,43967224178.8,50118053384.4,59325547276.3,61374738895.2,63382679976.6,65349370521.5,67274810529.0
